Date,Recommended,Baseline
2022-04-14 00:00:00,262.85542428965033,276.0752583639642
2022-04-18 00:00:00,259.63692091200085,272.679898810456
2022-04-19 00:00:00,267.4245815130989,280.895489946709
2022-04-20 00:00:00,268.5884162089618,282.1232771476621
2022-04-21 00:00:00,267.82689479451466,281.31991026984565
2022-04-22 00:00:00,265.21183763115715,278.56115619046966
2022-04-25 00:00:00,271.63450761410354,285.3367507220974
2022-04-26 00:00:00,269.7235098287203,283.3207439556007
2022-04-27 00:00:00,266.01648574656286,279.4100195736271
2022-04-28 00:00:00,267.97058724349216,281.4714985927882
2022-04-29 00:00:00,263.66007240505604,276.9241217471216
2022-05-02 00:00:00,261.04501524169854,274.16536766774567
2022-05-03 00:00:00,260.54211322285136,273.6348312743309
2022-05-04 00:00:00,263.28648008400876,276.53000059590767
2022-05-05 00:00:00,258.34375352892545,271.31567211462544
2022-05-06 00:00:00,257.78338659992875,270.7245131246888
2022-05-09 00:00:00,259.1627614060963,272.1796843258481
2022-05-10 00:00:00,258.8179115979917,271.81588508344106
2022-05-11 00:00:00,257.43855978123673,270.36073813495835
2022-05-12 00:00:00,259.93864401914686,272.9982015475221
2022-05-13 00:00:00,258.47308477929965,271.4521100937106
2022-05-16 00:00:00,260.24039011570534,273.31652853726473
2022-05-17 00:00:00,261.30365762671096,274.4382224048239
2022-05-18 00:00:00,256.5333444809737,269.4057814184069
2022-05-19 00:00:00,254.2918796386635,267.04114849024484
2022-05-20 00:00:00,258.65985938724907,271.6491479324333
2022-05-23 00:00:00,262.1944901757963,275.3780060406336
2022-05-24 00:00:00,265.0106817088684,278.3489467867975
2022-05-25 00:00:00,262.45311100823454,275.6508380408276
2022-05-26 00:00:00,262.22323412557733,275.4083294652327
2022-05-27 00:00:00,264.56526471590655,277.8790542109965
2022-05-31 00:00:00,262.3238013104346,275.51442279862675
2022-06-01 00:00:00,259.7087671364896,272.75569297192726
2022-06-02 00:00:00,258.9041190210839,271.9068295887698
2022-06-03 00:00:00,257.85523282441756,270.8003072861601
2022-06-06 00:00:00,257.82649031147486,270.7699853773532
2022-06-07 00:00:00,260.6139594473401,273.71062543580217
2022-06-08 00:00:00,259.09091518160756,272.1038901643768
2022-06-09 00:00:00,253.9614140185748,266.6925238443718
2022-06-10 00:00:00,252.29467586702637,264.93419873421163
2022-06-13 00:00:00,249.79457007654204,262.2967125847636
2022-06-14 00:00:00,246.0300595316609,258.3253428693839
2022-06-15 00:00:00,248.61637274523744,261.0537735241607
2022-06-16 00:00:00,248.74568387987566,261.1901902821539
2022-06-17 00:00:00,247.85485133079024,260.2504066463442
2022-06-21 00:00:00,252.95560998088035,265.6314510575423
2022-06-22 00:00:00,256.87819285224,269.7695791450216
2022-06-23 00:00:00,262.51059747095826,275.7114833742337
2022-06-24 00:00:00,266.2894663407662,279.6980004018863
2022-06-27 00:00:00,266.0452067069313,279.44031874554975
2022-06-28 00:00:00,258.60239447709955,271.5885253359114
2022-06-29 00:00:00,258.67424070158836,271.66431949738273
2022-06-30 00:00:00,259.42138223853453,272.45251632604214
2022-07-01 00:00:00,262.30944011183124,275.49927245476925
2022-07-05 00:00:00,260.32659610195924,273.4074715268012
2022-07-06 00:00:00,260.5564959740289,273.65000435507255
2022-07-07 00:00:00,260.84385931940983,273.95315826407347
2022-07-08 00:00:00,260.52775346108626,273.6196824462657
2022-07-11 00:00:00,260.6283421985177,273.7257985165439
2022-07-12 00:00:00,257.03624649982095,269.9363178118217
2022-07-13 00:00:00,256.4471370578815,269.3148369130781
2022-07-14 00:00:00,256.7919653134119,269.67861341860095
2022-07-15 00:00:00,260.45590723659745,273.5438882847944
2022-07-18 00:00:00,254.70855411868263,267.4807191572389
2022-07-19 00:00:00,251.0589935098364,263.6306158559949
2022-07-20 00:00:00,249.65089918013865,262.14514699870523
2022-07-21 00:00:00,250.5129892162814,263.0546087257081
2022-07-22 00:00:00,251.67682391214427,264.28239592666114
2022-07-25 00:00:00,252.1653661692264,264.79778349201075
2022-07-26 00:00:00,253.91828875445452,266.6470288548232
2022-07-27 00:00:00,253.22861212765784,265.9194546226857
2022-07-28 00:00:00,254.66545040713655,267.4352469045745
2022-07-29 00:00:00,255.12524871443773,267.920311045325
2022-08-01 00:00:00,254.2487773639557,266.9956777533727
2022-08-02 00:00:00,252.82629884624208,265.4950342995491
2022-08-03 00:00:00,255.225815899295,268.02640437871895
2022-08-04 00:00:00,251.2026644062398,263.7821814420533
2022-08-05 00:00:00,250.22562587090047,262.7514548167071
2022-08-08 00:00:00,248.9180972892217,261.3720777770191
2022-08-09 00:00:00,248.88935477627902,261.3417558682122
2022-08-10 00:00:00,249.59341271741496,262.0845016652991
2022-08-11 00:00:00,244.52137502769338,256.7337564260238
2022-08-12 00:00:00,241.87759834080572,253.94470469051743
2022-08-15 00:00:00,243.01269052372595,255.14216998266363
2022-08-16 00:00:00,245.1392269825755,257.38555923357427
2022-08-17 00:00:00,245.1535881811789,257.4007095774317
2022-08-18 00:00:00,243.9897520484777,256.1729208606863
2022-08-19 00:00:00,247.63931265732398,260.0230241619303
2022-08-22 00:00:00,245.167947942944,257.4158584054969
2022-08-23 00:00:00,243.07017698644964,255.20281531606975
2022-08-24 00:00:00,242.27991162222148,254.369125013654
2022-08-25 00:00:00,244.50701526592835,256.7186075979586
2022-08-26 00:00:00,240.3976563497809,252.38344015596417
2022-08-29 00:00:00,238.57286598748982,250.45837789479617
2022-08-30 00:00:00,237.75385811031902,249.59436568357359
2022-08-31 00:00:00,236.18770869620207,247.9421566436916
2022-09-01 00:00:00,241.93506181411692,254.00532577124702
2022-09-02 00:00:00,238.19929521901676,250.0642794804665
2022-09-06 00:00:00,238.83148681992805,250.7312098949902
2022-09-07 00:00:00,240.11029300440003,252.08028624696325
2022-09-08 00:00:00,242.00690803860564,254.08111993271825
2022-09-09 00:00:00,242.4667077827451,254.56618558926095
2022-09-12 00:00:00,242.36611760847532,254.46006800319046
2022-09-13 00:00:00,236.17334893443694,247.92700781562638
2022-09-14 00:00:00,240.95802327877757,252.97459914590078
2022-09-15 00:00:00,241.5614924824821,253.61122887270957
2022-09-16 00:00:00,245.18233069412162,257.4310314862387
2022-09-19 00:00:00,243.28569410734175,255.4301750635994
2022-09-20 00:00:00,241.40343883490115,253.44449020590952
2022-09-21 00:00:00,238.9751792689056,250.88279821793282
2022-09-22 00:00:00,243.14200165836417,255.27858674065678
2022-09-23 00:00:00,243.91790582398892,256.09712669921504
2022-09-26 00:00:00,242.45232503156748,254.55101250851925
2022-09-27 00:00:00,241.36033512335507,253.3990179532451
2022-09-28 00:00:00,243.40064404337662,255.55144147773507
2022-09-29 00:00:00,240.771227118254,252.77753857029387
2022-09-30 00:00:00,239.09012920494047,251.0040646320685
2022-10-03 00:00:00,238.86022933287072,250.76153180379708
2022-10-04 00:00:00,242.33737509553265,254.42974609438357
2022-10-05 00:00:00,241.6045961940282,253.65670112537396
2022-10-06 00:00:00,237.00671801021113,248.80617037070644
2022-10-07 00:00:00,234.54971449443457,246.2141549581305
2022-10-10 00:00:00,234.85146059099307,246.53248194787315
2022-10-11 00:00:00,238.18491390467744,250.04910791551706
2022-10-12 00:00:00,238.12744899452798,249.9884853189952
2022-10-13 00:00:00,241.66205966733938,253.71732220610352
2022-10-14 00:00:00,240.67065993339668,252.67144523689987
2022-10-17 00:00:00,243.7311096634653,255.90006612360807
2022-10-18 00:00:00,242.89774202452938,255.02090508432025
2022-10-19 00:00:00,241.00112555348542,253.02006988277293
2022-10-20 00:00:00,241.6045961940282,253.65670112537396
2022-10-21 00:00:00,246.77722262118124,259.11356243492753
2022-10-24 00:00:00,250.03882971037683,262.55439424110017
2022-10-25 00:00:00,249.65089918013865,262.14514699870523
2022-10-26 00:00:00,251.8061565993567,264.4188354215385
